CSC101,CSC102,CSC103,CSC104,Year 1,Year 2,Year 3,Year 4
83,42,65,63.33,4.15,2.1,3.25,3.17
66,43,47,52.00,3.3,2.15,2.35,2.60
70,87,96,84.33,3.5,4.35,4.8,4.22
51,47,67,55.00,2.55,2.35,3.35,2.75
34,60,59,51.00,1.7,3,2.95,2.55
76,22,67,55.00,3.8,1.1,3.35,2.75
72,25,76,57.67,3.6,1.25,3.8,2.88
93,31,37,53.67,4.65,1.55,1.85,2.68
22,22,81,41.67,1.1,1.1,4.05,2.08
64,75,18,52.33,3.2,3.75,0.9,2.62
74,80,98,84.00,3.7,4,4.9,4.20
33,55,64,50.67,1.65,2.75,3.2,2.53
38,53,38,43.00,1.9,2.65,1.9,2.15
69,94,55,72.67,3.45,4.7,2.75,3.63
25,93,17,45.00,1.25,4.65,0.85,2.25
75,86,73,78.00,3.75,4.3,3.65,3.90
92,37,44,57.67,4.6,1.85,2.2,2.88
98,16,44,52.67,4.9,0.8,2.2,2.63
99,90,35,74.67,4.95,4.5,1.75,3.73
21,51,70,47.33,1.05,2.55,3.5,2.37
57,47,96,66.67,2.85,2.35,4.8,3.33
55,70,78,67.67,2.75,3.5,3.9,3.38
23,64,81,56.00,1.15,3.2,4.05,2.80
20,28,27,25.00,1,1.4,1.35,1.25
71,41,60,57.33,3.55,2.05,3,2.87
90,20,40,50.00,4.5,1,2,2.50
44,32,66,47.33,2.2,1.6,3.3,2.37
55,68,63,62.00,2.75,3.4,3.15,3.10
16,48,63,42.33,0.8,2.4,3.15,2.12
27,37,74,46.00,1.35,1.85,3.7,2.30
60,60,55,58.33,3,3,2.75,2.92
50,88,69,69.00,2.5,4.4,3.45,3.45
38,78,66,60.67,1.9,3.9,3.3,3.03
51,59,82,64.00,2.55,2.95,4.1,3.20
45,56,53,51.33,2.25,2.8,2.65,2.57
76,86,67,76.33,3.8,4.3,3.35,3.82
33,46,86,55.00,1.65,2.3,4.3,2.75
71,70,29,56.67,3.55,3.5,1.45,2.83
21,21,54,32.00,1.05,1.05,2.7,1.60
96,24,29,49.67,4.8,1.2,1.45,2.48
61,58,80,66.33,3.05,2.9,4,3.32
35,77,25,45.67,1.75,3.85,1.25,2.28
17,31,22,23.33,0.85,1.55,1.1,1.17
47,79,42,56.00,2.35,3.95,2.1,2.80
22,25,85,44.00,1.1,1.25,4.25,2.20
17,65,87,56.33,0.85,3.25,4.35,2.82
55,57,20,44.00,2.75,2.85,1,2.20
61,38,40,46.33,3.05,1.9,2,2.32
53,56,30,46.33,2.65,2.8,1.5,2.32
26,87,78,63.67,1.3,4.35,3.9,3.18
27,43,50,40.00,1.35,2.15,2.5,2.00
87,73,59,73.00,4.35,3.65,2.95,3.65
27,61,62,50.00,1.35,3.05,3.1,2.50
30,87,31,49.33,1.5,4.35,1.55,2.47
22,22,100,48.00,1.1,1.1,5,2.40
32,67,33,44.00,1.6,3.35,1.65,2.20
84,67,87,79.33,4.2,3.35,4.35,3.97
56,83,20,53.00,2.8,4.15,1,2.65
45,98,51,64.67,2.25,4.9,2.55,3.23
100,97,75,90.67,5,4.85,3.75,4.53
100,91,49,80.00,5,4.55,2.45,4.00
99,28,70,65.67,4.95,1.4,3.5,3.28
60,52,62,58.00,3,2.6,3.1,2.90
79,81,73,77.67,3.95,4.05,3.65,3.88
92,77,42,70.33,4.6,3.85,2.1,3.52
85,100,60,81.67,4.25,5,3,4.08
40,17,89,48.67,2,0.85,4.45,2.43
72,45,45,54.00,3.6,2.25,2.25,2.70
71,35,69,58.33,3.55,1.75,3.45,2.92
82,42,71,65.00,4.1,2.1,3.55,3.25
35,28,73,45.33,1.75,1.4,3.65,2.27
37,78,66,60.33,1.85,3.9,3.3,3.02
68,88,60,72.00,3.4,4.4,3,3.60
45,50,66,53.67,2.25,2.5,3.3,2.68
98,75,30,67.67,4.9,3.75,1.5,3.38
80,28,94,67.33,4,1.4,4.7,3.37
96,47,27,56.67,4.8,2.35,1.35,2.83
82,60,29,57.00,4.1,3,1.45,2.85
48,97,81,75.33,2.4,4.85,4.05,3.77
76,66,22,54.67,3.8,3.3,1.1,2.73
34,64,22,40.00,1.7,3.2,1.1,2.00
64,92,91,82.33,3.2,4.6,4.55,4.12
20,30,97,49.00,1,1.5,4.85,2.45
18,92,60,56.67,0.9,4.6,3,2.83
50,95,30,58.33,2.5,4.75,1.5,2.92
77,78,47,67.33,3.85,3.9,2.35,3.37
91,79,68,79.33,4.55,3.95,3.4,3.97
16,47,34,32.33,0.8,2.35,1.7,1.62
17,87,88,64.00,0.85,4.35,4.4,3.20
22,79,16,39.00,1.1,3.95,0.8,1.95
80,23,20,41.00,4,1.15,1,2.05
74,44,90,69.33,3.7,2.2,4.5,3.47
53,19,36,36.00,2.65,0.95,1.8,1.80
26,44,39,36.33,1.3,2.2,1.95,1.82
28,77,95,66.67,1.4,3.85,4.75,3.33
66,70,63,66.33,3.3,3.5,3.15,3.32
78,32,22,44.00,3.9,1.6,1.1,2.20
22,50,84,52.00,1.1,2.5,4.2,2.60
80,47,17,48.00,4,2.35,0.85,2.40
73,21,29,41.00,3.65,1.05,1.45,2.05
52,51,21,41.33,2.6,2.55,1.05,2.07
28,65,29,40.67,1.4,3.25,1.45,2.03
86,32,28,48.67,4.3,1.6,1.4,2.43
18,34,62,38.00,0.9,1.7,3.1,1.90
99,54,34,62.33,4.95,2.7,1.7,3.12
76,71,43,63.33,3.8,3.55,2.15,3.17
72,36,61,56.33,3.6,1.8,3.05,2.82
33,52,18,34.33,1.65,2.6,0.9,1.72
38,94,33,55.00,1.9,4.7,1.65,2.75
21,88,89,66.00,1.05,4.4,4.45,3.30
100,62,18,60.00,5,3.1,0.9,3.00
85,81,49,71.67,4.25,4.05,2.45,3.58
100,60,57,72.33,5,3,2.85,3.62
92,30,89,70.33,4.6,1.5,4.45,3.52
75,59,28,54.00,3.75,2.95,1.4,2.70
16,93,59,56.00,0.8,4.65,2.95,2.80
16,36,86,46.00,0.8,1.8,4.3,2.30
19,97,84,66.67,0.95,4.85,4.2,3.33
75,83,73,77.00,3.75,4.15,3.65,3.85
35,30,26,30.33,1.75,1.5,1.3,1.52
50,31,40,40.33,2.5,1.55,2,2.02
54,99,89,80.67,2.7,4.95,4.45,4.03
56,79,100,78.33,2.8,3.95,5,3.92
82,99,82,87.67,4.1,4.95,4.1,4.38
80,57,21,52.67,4,2.85,1.05,2.63
55,47,100,67.33,2.75,2.35,5,3.37
90,50,42,60.67,4.5,2.5,2.1,3.03
75,70,64,69.67,3.75,3.5,3.2,3.48
40,32,98,56.67,2,1.6,4.9,2.83
94,79,88,87.00,4.7,3.95,4.4,4.35
66,42,55,54.33,3.3,2.1,2.75,2.72
16,87,82,61.67,0.8,4.35,4.1,3.08
90,74,64,76.00,4.5,3.7,3.2,3.80
87,94,34,71.67,4.35,4.7,1.7,3.58
15,53,84,50.67,0.75,2.65,4.2,2.53
42,60,100,67.33,2.1,3,5,3.37
18,37,62,39.00,0.9,1.85,3.1,1.95
27,80,37,48.00,1.35,4,1.85,2.40
94,55,51,66.67,4.7,2.75,2.55,3.33
48,31,47,42.00,2.4,1.55,2.35,2.10
44,16,28,29.33,2.2,0.8,1.4,1.47
43,80,62,61.67,2.15,4,3.1,3.08
17,49,39,35.00,0.85,2.45,1.95,1.75
97,100,74,90.33,4.85,5,3.7,4.52
41,86,62,63.00,2.05,4.3,3.1,3.15
47,93,57,65.67,2.35,4.65,2.85,3.28
25,47,96,56.00,1.25,2.35,4.8,2.80
94,32,25,50.33,4.7,1.6,1.25,2.52
93,71,70,78.00,4.65,3.55,3.5,3.90
63,58,18,46.33,3.15,2.9,0.9,2.32
80,56,43,59.67,4,2.8,2.15,2.98
93,35,33,53.67,4.65,1.75,1.65,2.68
53,57,35,48.33,2.65,2.85,1.75,2.42
51,88,99,79.33,2.55,4.4,4.95,3.97
21,19,66,35.33,1.05,0.95,3.3,1.77
69,74,85,76.00,3.45,3.7,4.25,3.80
87,18,93,66.00,4.35,0.9,4.65,3.30
83,72,64,73.00,4.15,3.6,3.2,3.65
47,17,26,30.00,2.35,0.85,1.3,1.50
41,86,53,60.00,2.05,4.3,2.65,3.00
83,95,47,75.00,4.15,4.75,2.35,3.75
89,46,60,65.00,4.45,2.3,3,3.25
15,63,17,31.67,0.75,3.15,0.85,1.58
40,34,29,34.33,2,1.7,1.45,1.72
34,60,79,57.67,1.7,3,3.95,2.88
61,81,35,59.00,3.05,4.05,1.75,2.95
89,65,22,58.67,4.45,3.25,1.1,2.93
56,89,38,61.00,2.8,4.45,1.9,3.05
18,73,39,43.33,0.9,3.65,1.95,2.17
95,24,83,67.33,4.75,1.2,4.15,3.37
39,24,77,46.67,1.95,1.2,3.85,2.33
19,71,68,52.67,0.95,3.55,3.4,2.63
85,92,55,77.33,4.25,4.6,2.75,3.87
45,81,24,50.00,2.25,4.05,1.2,2.50
15,93,64,57.33,0.75,4.65,3.2,2.87
43,28,59,43.33,2.15,1.4,2.95,2.17
93,98,54,81.67,4.65,4.9,2.7,4.08
45,88,85,72.67,2.25,4.4,4.25,3.63
35,85,66,62.00,1.75,4.25,3.3,3.10
51,53,96,66.67,2.55,2.65,4.8,3.33
89,34,97,73.33,4.45,1.7,4.85,3.67
75,20,50,48.33,3.75,1,2.5,2.42
81,74,22,59.00,4.05,3.7,1.1,2.95
55,82,59,65.33,2.75,4.1,2.95,3.27
92,48,100,80.00,4.6,2.4,5,4.00
33,51,42,42.00,1.65,2.55,2.1,2.10
54,61,65,60.00,2.7,3.05,3.25,3.00
23,61,73,52.33,1.15,3.05,3.65,2.62
34,91,89,71.33,1.7,4.55,4.45,3.57
75,62,48,61.67,3.75,3.1,2.4,3.08
53,49,41,47.67,2.65,2.45,2.05,2.38
68,22,43,44.33,3.4,1.1,2.15,2.22
45,60,96,67.00,2.25,3,4.8,3.35
93,60,79,77.33,4.65,3,3.95,3.87
25,68,39,44.00,1.25,3.4,1.95,2.20
54,55,97,68.67,2.7,2.75,4.85,3.43
69,61,31,53.67,3.45,3.05,1.55,2.68
87,50,40,59.00,4.35,2.5,2,2.95
72,28,85,61.67,3.6,1.4,4.25,3.08
42,86,61,63.00,2.1,4.3,3.05,3.15
60,29,100,63.00,3,1.45,5,3.15
100,57,44,67.00,5,2.85,2.2,3.35
44,40,25,36.33,2.2,2,1.25,1.82
23,46,80,49.67,1.15,2.3,4,2.48
86,77,80,81.00,4.3,3.85,4,4.05
34,26,87,49.00,1.7,1.3,4.35,2.45
71,38,38,49.00,3.55,1.9,1.9,2.45
70,73,69,70.67,3.5,3.65,3.45,3.53
67,59,32,52.67,3.35,2.95,1.6,2.63
59,52,91,67.33,2.95,2.6,4.55,3.37
91,88,76,85.00,4.55,4.4,3.8,4.25
87,93,94,91.33,4.35,4.65,4.7,4.57
47,41,69,52.33,2.35,2.05,3.45,2.62
70,100,29,66.33,3.5,5,1.45,3.32
98,32,45,58.33,4.9,1.6,2.25,2.92
30,83,44,52.33,1.5,4.15,2.2,2.62
43,79,17,46.33,2.15,3.95,0.85,2.32
58,74,39,57.00,2.9,3.7,1.95,2.85
86,78,75,79.67,4.3,3.9,3.75,3.98
72,57,47,58.67,3.6,2.85,2.35,2.93
89,62,80,77.00,4.45,3.1,4,3.85
51,71,81,67.67,2.55,3.55,4.05,3.38
27,47,60,44.67,1.35,2.35,3,2.23
52,79,19,50.00,2.6,3.95,0.95,2.50
80,40,92,70.67,4,2,4.6,3.53
62,61,47,56.67,3.1,3.05,2.35,2.83
73,77,89,79.67,3.65,3.85,4.45,3.98
42,35,48,41.67,2.1,1.75,2.4,2.08
37,38,57,44.00,1.85,1.9,2.85,2.20
79,21,95,65.00,3.95,1.05,4.75,3.25
22,68,82,57.33,1.1,3.4,4.1,2.87
82,63,82,75.67,4.1,3.15,4.1,3.78
72,33,15,40.00,3.6,1.65,0.75,2.00
17,25,46,29.33,0.85,1.25,2.3,1.47
20,39,67,42.00,1,1.95,3.35,2.10
34,85,85,68.00,1.7,4.25,4.25,3.40
59,64,67,63.33,2.95,3.2,3.35,3.17
56,56,64,58.67,2.8,2.8,3.2,2.93
68,26,50,48.00,3.4,1.3,2.5,2.40
77,72,80,76.33,3.85,3.6,4,3.82
24,61,99,61.33,1.2,3.05,4.95,3.07
16,45,20,27.00,0.8,2.25,1,1.35
93,61,39,64.33,4.65,3.05,1.95,3.22
44,94,32,56.67,2.2,4.7,1.6,2.83
67,50,97,71.33,3.35,2.5,4.85,3.57
76,21,16,37.67,3.8,1.05,0.8,1.88
59,80,74,71.00,2.95,4,3.7,3.55
92,25,81,66.00,4.6,1.25,4.05,3.30
64,43,77,61.33,3.2,2.15,3.85,3.07
49,15,50,38.00,2.45,0.75,2.5,1.90
43,33,68,48.00,2.15,1.65,3.4,2.40
94,98,70,87.33,4.7,4.9,3.5,4.37
67,20,74,53.67,3.35,1,3.7,2.68
100,50,25,58.33,5,2.5,1.25,2.92
73,15,57,48.33,3.65,0.75,2.85,2.42
77,36,33,48.67,3.85,1.8,1.65,2.43
73,24,49,48.67,3.65,1.2,2.45,2.43
41,44,91,58.67,2.05,2.2,4.55,2.93
72,45,38,51.67,3.6,2.25,1.9,2.58
27,67,72,55.33,1.35,3.35,3.6,2.77
75,51,76,67.33,3.75,2.55,3.8,3.37
91,81,41,71.00,4.55,4.05,2.05,3.55
44,70,59,57.67,2.2,3.5,2.95,2.88
21,98,81,66.67,1.05,4.9,4.05,3.33
51,92,59,67.33,2.55,4.6,2.95,3.37
47,76,23,48.67,2.35,3.8,1.15,2.43
77,33,46,52.00,3.85,1.65,2.3,2.60
85,26,15,42.00,4.25,1.3,0.75,2.10
58,73,99,76.67,2.9,3.65,4.95,3.83
81,31,82,64.67,4.05,1.55,4.1,3.23
43,57,76,58.67,2.15,2.85,3.8,2.93
61,96,81,79.33,3.05,4.8,4.05,3.97
82,66,15,54.33,4.1,3.3,0.75,2.72
81,43,75,66.33,4.05,2.15,3.75,3.32
74,61,77,70.67,3.7,3.05,3.85,3.53
62,33,17,37.33,3.1,1.65,0.85,1.87
38,98,63,66.33,1.9,4.9,3.15,3.32
16,17,17,16.67,0.8,0.85,0.85,0.83
37,87,23,49.00,1.85,4.35,1.15,2.45
36,26,98,53.33,1.8,1.3,4.9,2.67
28,66,74,56.00,1.4,3.3,3.7,2.80
68,57,56,60.33,3.4,2.85,2.8,3.02
20,58,83,53.67,1,2.9,4.15,2.68
42,90,84,72.00,2.1,4.5,4.2,3.60
71,34,22,42.33,3.55,1.7,1.1,2.12
88,90,55,77.67,4.4,4.5,2.75,3.88
29,17,67,37.67,1.45,0.85,3.35,1.88
24,85,61,56.67,1.2,4.25,3.05,2.83
61,48,66,58.33,3.05,2.4,3.3,2.92
22,47,68,45.67,1.1,2.35,3.4,2.28
35,28,19,27.33,1.75,1.4,0.95,1.37
40,92,25,52.33,2,4.6,1.25,2.62
20,74,82,58.67,1,3.7,4.1,2.93
98,93,27,72.67,4.9,4.65,1.35,3.63
53,36,98,62.33,2.65,1.8,4.9,3.12
37,25,41,34.33,1.85,1.25,2.05,1.72
39,89,31,53.00,1.95,4.45,1.55,2.65
28,24,16,22.67,1.4,1.2,0.8,1.13
15,98,26,46.33,0.75,4.9,1.3,2.32
39,43,87,56.33,1.95,2.15,4.35,2.82
96,63,49,69.33,4.8,3.15,2.45,3.47
76,29,97,67.33,3.8,1.45,4.85,3.37
85,56,64,68.33,4.25,2.8,3.2,3.42
36,48,76,53.33,1.8,2.4,3.8,2.67
42,51,84,59.00,2.1,2.55,4.2,2.95
55,45,29,43.00,2.75,2.25,1.45,2.15
76,61,61,66.00,3.8,3.05,3.05,3.30
25,55,18,32.67,1.25,2.75,0.9,1.63
94,94,79,89.00,4.7,4.7,3.95,4.45
30,74,89,64.33,1.5,3.7,4.45,3.22
66,47,25,46.00,3.3,2.35,1.25,2.30
30,59,20,36.33,1.5,2.95,1,1.82
32,38,84,51.33,1.6,1.9,4.2,2.57
51,15,65,43.67,2.55,0.75,3.25,2.18
72,42,78,64.00,3.6,2.1,3.9,3.20
96,88,89,91.00,4.8,4.4,4.45,4.55
17,71,95,61.00,0.85,3.55,4.75,3.05
51,99,40,63.33,2.55,4.95,2,3.17
83,35,26,48.00,4.15,1.75,1.3,2.40
82,22,78,60.67,4.1,1.1,3.9,3.03
83,80,38,67.00,4.15,4,1.9,3.35
40,67,69,58.67,2,3.35,3.45,2.93
15,79,79,57.67,0.75,3.95,3.95,2.88
100,30,94,74.67,5,1.5,4.7,3.73
59,54,87,66.67,2.95,2.7,4.35,3.33
99,89,44,77.33,4.95,4.45,2.2,3.87
63,10,70,47.67,3.15,0.5,3.5,2.38
69,28,57,51.33,3.45,1.4,2.85,2.57
17,75,59,50.33,0.85,3.75,2.95,2.52
60,49,23,44.00,3,2.45,1.15,2.20
64,57,61,60.67,3.2,2.85,3.05,3.03
13,61,32,35.33,0.65,3.05,1.6,1.77
71,45,86,67.33,3.55,2.25,4.3,3.37
57,3,40,33.33,2.85,0.15,2,1.67
90,70,96,85.33,4.5,3.5,4.8,4.27
47,15,57,39.67,2.35,0.75,2.85,1.98
19,41,0,20.00,0.95,2.05,0,1.00
39,52,25,38.67,1.95,2.6,1.25,1.93
46,66,10,40.67,2.3,3.3,0.5,2.03
23,58,94,58.33,1.15,2.9,4.7,2.92
47,27,95,56.33,2.35,1.35,4.75,2.82
16,35,7,19.33,0.8,1.75,0.35,0.97
7,6,13,8.67,0.35,0.3,0.65,0.43
11,80,21,37.33,0.55,4,1.05,1.87
31,10,14,18.33,1.55,0.5,0.7,0.92
42,100,14,52.00,2.1,5,0.7,2.60
1,50,73,41.33,0.05,2.5,3.65,2.07
68,76,36,60.00,3.4,3.8,1.8,3.00
2,20,63,28.33,0.1,1,3.15,1.42
9,68,9,28.67,0.45,3.4,0.45,1.43
10,21,39,23.33,0.5,1.05,1.95,1.17
46,31,28,35.00,2.3,1.55,1.4,1.75
4,57,92,51.00,0.2,2.85,4.6,2.55
35,57,77,56.33,1.75,2.85,3.85,2.82
66,19,96,60.33,3.3,0.95,4.8,3.02
100,15,38,51.00,5,0.75,1.9,2.55
90,10,54,51.33,4.5,0.5,2.7,2.57
9,35,70,38.00,0.45,1.75,3.5,1.90
94,27,87,69.33,4.7,1.35,4.35,3.47
67,11,35,37.67,3.35,0.55,1.75,1.88
99,93,56,82.67,4.95,4.65,2.8,4.13
67,81,0,49.33,3.35,4.05,0,2.47
40,69,89,66.00,2,3.45,4.45,3.30
85,40,81,68.67,4.25,2,4.05,3.43
94,77,85,85.33,4.7,3.85,4.25,4.27
35,42,61,46.00,1.75,2.1,3.05,2.30
38,91,73,67.33,1.9,4.55,3.65,3.37
5,84,11,33.33,0.25,4.2,0.55,1.67
32,12,18,20.67,1.6,0.6,0.9,1.03
91,73,32,65.33,4.55,3.65,1.6,3.27
91,42,36,56.33,4.55,2.1,1.8,2.82
18,44,0,20.67,0.9,2.2,0,1.03
93,6,79,59.33,4.65,0.3,3.95,2.97
53,39,19,37.00,2.65,1.95,0.95,1.85
99,29,73,67.00,4.95,1.45,3.65,3.35
71,21,67,53.00,3.55,1.05,3.35,2.65
38,34,37,36.33,1.9,1.7,1.85,1.82
66,82,91,79.67,3.3,4.1,4.55,3.98
76,62,11,49.67,3.8,3.1,0.55,2.48
38,37,82,52.33,1.9,1.85,4.1,2.62
90,48,40,59.33,4.5,2.4,2,2.97
1,60,52,37.67,0.05,3,2.6,1.88
63,88,44,65.00,3.15,4.4,2.2,3.25
99,96,90,95.00,4.95,4.8,4.5,4.75
31,68,28,42.33,1.55,3.4,1.4,2.12
71,71,33,58.33,3.55,3.55,1.65,2.92
22,47,77,48.67,1.1,2.35,3.85,2.43
0,46,9,18.33,0,2.3,0.45,0.92
85,30,51,55.33,4.25,1.5,2.55,2.77
8,41,38,29.00,0.4,2.05,1.9,1.45
0,35,87,40.67,0,1.75,4.35,2.03
6,46,89,47.00,0.3,2.3,4.45,2.35
1,46,18,21.67,0.05,2.3,0.9,1.08
85,87,53,75.00,4.25,4.35,2.65,3.75
92,62,95,83.00,4.6,3.1,4.75,4.15
64,89,21,58.00,3.2,4.45,1.05,2.90
31,9,78,39.33,1.55,0.45,3.9,1.97
29,87,25,47.00,1.45,4.35,1.25,2.35
92,45,80,72.33,4.6,2.25,4,3.62
2,24,75,33.67,0.1,1.2,3.75,1.68
89,74,8,57.00,4.45,3.7,0.4,2.85
20,4,8,10.67,1,0.2,0.4,0.53
5,62,20,29.00,0.25,3.1,1,1.45
31,68,55,51.33,1.55,3.4,2.75,2.57
28,28,6,20.67,1.4,1.4,0.3,1.03
99,9,58,55.33,4.95,0.45,2.9,2.77
89,4,55,49.33,4.45,0.2,2.75,2.47
1,84,46,43.67,0.05,4.2,2.3,2.18
94,44,25,54.33,4.7,2.2,1.25,2.72
78,35,82,65.00,3.9,1.75,4.1,3.25
95,77,65,79.00,4.75,3.85,3.25,3.95
57,95,99,83.67,2.85,4.75,4.95,4.18
20,55,0,25.00,1,2.75,0,1.25
17,15,99,43.67,0.85,0.75,4.95,2.18
35,19,68,40.67,1.75,0.95,3.4,2.03
86,92,46,74.67,4.3,4.6,2.3,3.73
1,79,7,29.00,0.05,3.95,0.35,1.45
39,66,13,39.33,1.95,3.3,0.65,1.97
56,72,30,52.67,2.8,3.6,1.5,2.63
22,8,63,31.00,1.1,0.4,3.15,1.55
98,6,38,47.33,4.9,0.3,1.9,2.37
5,35,11,17.00,0.25,1.75,0.55,0.85
97,28,79,68.00,4.85,1.4,3.95,3.40
70,34,45,49.67,3.5,1.7,2.25,2.48
48,33,16,32.33,2.4,1.65,0.8,1.62
63,86,59,69.33,3.15,4.3,2.95,3.47
55,10,22,29.00,2.75,0.5,1.1,1.45
31,21,24,25.33,1.55,1.05,1.2,1.27
40,30,6,25.33,2,1.5,0.3,1.27
15,14,23,17.33,0.75,0.7,1.15,0.87
29,75,53,52.33,1.45,3.75,2.65,2.62
28,11,22,20.33,1.4,0.55,1.1,1.02
3,80,80,54.33,0.15,4,4,2.72
43,9,59,37.00,2.15,0.45,2.95,1.85
13,77,1,30.33,0.65,3.85,0.05,1.52
81,13,16,36.67,4.05,0.65,0.8,1.83
42,58,83,61.00,2.1,2.9,4.15,3.05
22,62,31,38.33,1.1,3.1,1.55,1.92
69,25,96,63.33,3.45,1.25,4.8,3.17
12,61,88,53.67,0.6,3.05,4.4,2.68
36,40,67,47.67,1.8,2,3.35,2.38
72,36,76,61.33,3.6,1.8,3.8,3.07
8,23,77,36.00,0.4,1.15,3.85,1.80
75,19,8,34.00,3.75,0.95,0.4,1.70
37,19,57,37.67,1.85,0.95,2.85,1.88
96,67,17,60.00,4.8,3.35,0.85,3.00
6,65,25,32.00,0.3,3.25,1.25,1.60
21,30,95,48.67,1.05,1.5,4.75,2.43
74,50,62,62.00,3.7,2.5,3.1,3.10
79,76,22,59.00,3.95,3.8,1.1,2.95
18,6,17,13.67,0.9,0.3,0.85,0.68
73,63,15,50.33,3.65,3.15,0.75,2.52
6,87,32,41.67,0.3,4.35,1.6,2.08
1,55,71,42.33,0.05,2.75,3.55,2.12
100,23,19,47.33,5,1.15,0.95,2.37
82,30,42,51.33,4.1,1.5,2.1,2.57
30,2,12,14.67,1.5,0.1,0.6,0.73
11,48,2,20.33,0.55,2.4,0.1,1.02
57,0,48,35.00,2.85,0,2.4,1.75
99,19,9,42.33,4.95,0.95,0.45,2.12
20,80,97,65.67,1,4,4.85,3.28
72,15,10,32.33,3.6,0.75,0.5,1.62
99,83,33,71.67,4.95,4.15,1.65,3.58
49,30,18,32.33,2.45,1.5,0.9,1.62
1,77,37,38.33,0.05,3.85,1.85,1.92
0,76,51,42.33,0,3.8,2.55,2.12
42,42,86,56.67,2.1,2.1,4.3,2.83
63,73,51,62.33,3.15,3.65,2.55,3.12
30,72,55,52.33,1.5,3.6,2.75,2.62
99,30,80,69.67,4.95,1.5,4,3.48
62,26,17,35.00,3.1,1.3,0.85,1.75
2,87,77,55.33,0.1,4.35,3.85,2.77
6,64,27,32.33,0.3,3.2,1.35,1.62
33,91,59,61.00,1.65,4.55,2.95,3.05
91,14,57,54.00,4.55,0.7,2.85,2.70
78,39,61,59.33,3.9,1.95,3.05,2.97
56,72,7,45.00,2.8,3.6,0.35,2.25
21,36,21,26.00,1.05,1.8,1.05,1.30
41,84,72,65.67,2.05,4.2,3.6,3.28
65,44,100,69.67,3.25,2.2,5,3.48
76,76,9,53.67,3.8,3.8,0.45,2.68
3,83,80,55.33,0.15,4.15,4,2.77
42,12,64,39.33,2.1,0.6,3.2,1.97
95,6,5,35.33,4.75,0.3,0.25,1.77
84,53,16,51.00,4.2,2.65,0.8,2.55
46,7,83,45.33,2.3,0.35,4.15,2.27
20,38,62,40.00,1,1.9,3.1,2.00
27,72,61,53.33,1.35,3.6,3.05,2.67
98,52,100,83.33,4.9,2.6,5,4.17
52,75,11,46.00,2.6,3.75,0.55,2.30
52,15,90,52.33,2.6,0.75,4.5,2.62
8,48,84,46.67,0.4,2.4,4.2,2.33
52,85,48,61.67,2.6,4.25,2.4,3.08
81,55,12,49.33,4.05,2.75,0.6,2.47
95,24,87,68.67,4.75,1.2,4.35,3.43
60,30,21,37.00,3,1.5,1.05,1.85
85,56,31,57.33,4.25,2.8,1.55,2.87
11,56,73,46.67,0.55,2.8,3.65,2.33
74,57,1,44.00,3.7,2.85,0.05,2.20
62,81,84,75.67,3.1,4.05,4.2,3.78
87,13,2,34.00,4.35,0.65,0.1,1.70
34,21,98,51.00,1.7,1.05,4.9,2.55
13,3,8,8.00,0.65,0.15,0.4,0.40
97,28,6,43.67,4.85,1.4,0.3,2.18
77,8,24,36.33,3.85,0.4,1.2,1.82
33,77,44,51.33,1.65,3.85,2.2,2.57
38,45,33,38.67,1.9,2.25,1.65,1.93
8,0,74,27.33,0.4,0,3.7,1.37
50,67,61,59.33,2.5,3.35,3.05,2.97
81,4,32,39.00,4.05,0.2,1.6,1.95
88,28,45,53.67,4.4,1.4,2.25,2.68
91,95,50,78.67,4.55,4.75,2.5,3.93
81,57,6,48.00,4.05,2.85,0.3,2.40
46,51,5,34.00,2.3,2.55,0.25,1.70
0,2,79,27.00,0,0.1,3.95,1.35
66,94,5,55.00,3.3,4.7,0.25,2.75
3,76,59,46.00,0.15,3.8,2.95,2.30
59,87,17,54.33,2.95,4.35,0.85,2.72
87,25,73,61.67,4.35,1.25,3.65,3.08
3,22,2,9.00,0.15,1.1,0.1,0.45
48,32,89,56.33,2.4,1.6,4.45,2.82
30,58,20,36.00,1.5,2.9,1,1.80
42,51,63,52.00,2.1,2.55,3.15,2.60
68,71,42,60.33,3.4,3.55,2.1,3.02
32,43,13,29.33,1.6,2.15,0.65,1.47
22,2,60,28.00,1.1,0.1,3,1.40
22,89,40,50.33,1.1,4.45,2,2.52
22,17,47,28.67,1.1,0.85,2.35,1.43
62,32,27,40.33,3.1,1.6,1.35,2.02
23,99,60,60.67,1.15,4.95,3,3.03
11,97,74,60.67,0.55,4.85,3.7,3.03
36,84,64,61.33,1.8,4.2,3.2,3.07
54,84,68,68.67,2.7,4.2,3.4,3.43
30,74,9,37.67,1.5,3.7,0.45,1.88
50,34,22,35.33,2.5,1.7,1.1,1.77
6,10,22,12.67,0.3,0.5,1.1,0.63
37,40,46,41.00,1.85,2,2.3,2.05
27,51,98,58.67,1.35,2.55,4.9,2.93
82,75,73,76.67,4.1,3.75,3.65,3.83
73,16,53,47.33,3.65,0.8,2.65,2.37
76,68,63,69.00,3.8,3.4,3.15,3.45
76,20,18,38.00,3.8,1,0.9,1.90
10,29,64,34.33,0.5,1.45,3.2,1.72
47,76,55,59.33,2.35,3.8,2.75,2.97
28,73,71,57.33,1.4,3.65,3.55,2.87
